rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_DEFB105A,rnaseq_gene__GENE_OR5F1,rnaseq_gene__GENE_OR5M9,rnaseq_gene__GENE_OR52A1,rnaseq_gene__GENE_C11ORF40,rnaseq_gene__GENE_OR51F1,rnaseq_gene__GENE_OR10Z1,rnaseq_gene__GENE_OR10K1,rnaseq_gene__GENE_OR1S1,rnaseq_gene__GENE_OR4K5,rnaseq_gene__GENE_DEFB127,rnaseq_gene__GENE_OR6Y1,rnaseq_gene__GENE_OR4C45,rnaseq_gene__GENE_OR4D11,rnaseq_gene__GENE_OR4B1,rnaseq_gene__GENE_OR2T27,rnaseq_gene__GENE_KRTAP15-1,rnaseq_gene__GENE_PISRT1,rnaseq_gene__GENE_KRTAP12-3,rnaseq_gene__GENE_OR10X1,rnaseq_gene__GENE_TAAR2,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_FKSG73,rnaseq_gene__GENE_OR5H15,rnaseq_gene__GENE_OR8I2,rnaseq_gene__GENE_OR2M7,rnaseq_gene__GENE_OR8J1,rnaseq_gene__GENE_DEFB121,rnaseq_gene__GENE_OR4C13,rnaseq_gene__GENE_OR5I1,rnaseq_gene__GENE_TAAR5,rnaseq_gene__GENE_TTTY12,rnaseq_gene__GENE_OR4C46,rnaseq_gene__GENE_OR7G1,rnaseq_gene__GENE_OR4K13,rnaseq_gene__GENE_OR5AS1,rnaseq_gene__GENE_OR8K1,rnaseq_gene__GENE_DEFB136,rnaseq_gene__GENE_OR4K2,rnaseq_gene__GENE_OR5B3,rnaseq_gene__GENE_OR4C16,rnaseq_gene__GENE_OR4K14,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_SNORD115-7,rnaseq_gene__GENE_OR12D3,rnaseq_gene__GENE_OR8B8,rnaseq_gene__GENE_OR4S1,rnaseq_gene__GENE_SPATA31B1P,rnaseq_gene__GENE_CXORF66,rnaseq_gene__GENE_KRTAP12-4,rnaseq_gene__GENE_OR4C15,methylation_gene__GENE_CCNDBP1,rnaseq_gene__GENE_OR4C12,rnaseq_gene__GENE_OR6Q1,rnaseq_gene__GENE_OR51D1,rnaseq_gene__GENE_PRNT,rnaseq_gene__GENE_OR11H1,rnaseq_gene__GENE_SCARNA4,rnaseq_gene__GENE_OR2M5,rnaseq_gene__GENE_OR14C36,rnaseq_gene__GENE_OR2Z1,rnaseq_gene__GENE_OR6K2,rnaseq_gene__GENE_OR1D2,rnaseq_gene__GENE_OR1S2,rnaseq_gene__GENE_DEFB107A,rnaseq_gene__GENE_OR10C1,rnaseq_gene__GENE_OR11L1,rnaseq_gene__GENE_OR4X1,rnaseq_gene__GENE_OR6C74,methylation_gene__GENE_RPUSD2,rnaseq_gene__GENE_OR6C4,rnaseq_gene__GENE_OR2G3,rnaseq_gene__GENE_OR2Y1,rnaseq_gene__GENE_OR5L2,rnaseq_gene__GENE_OR51S1,rnaseq_gene__GENE_OR8H3,rnaseq_gene__GENE_TAAR9,rnaseq_gene__GENE_OR10W1,rnaseq_gene__GENE_OR1A1,rnaseq_gene__GENE_OR5D13,rnaseq_gene__GENE_OR5H14,rnaseq_gene__GENE_KRTAP24-1,rnaseq_gene__GENE_OR7A17,rnaseq_gene__GENE_OR5T1,rnaseq_gene__GENE_LINC00608,rnaseq_gene__GENE_OR10G8,methylation_gene__GENE_CNOT10,rnaseq_gene__GENE_OR10K2,rnaseq_gene__GENE_OR4L1,rnaseq_gene__GENE_OR51V1,rnaseq_gene__GENE_RGPD4-AS1,rnaseq_gene__GENE_OR10J1,methylation_gene__GENE_IL10RB,rnaseq_gene__GENE_CSHL1,methylation_gene__GENE_SNORD84;BAT1,rnaseq_gene__GENE_OR6C68,rnaseq_gene__GENE_OR4A5,rnaseq_gene__GENE_BIRC8,rnaseq_gene__GENE_OR5B17,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.050556514,-0.050556514,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.05513623,-0.056271918,-0.05687186,-0.057309687,-0.059877835,-0.060684837,-0.048834685,0.13879126,-0.06587315,-0.049069166,-0.049290735,-0.05606167,-0.07370518,-0.07712625,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.06548551,-0.050876774,-0.0510505,-0.06154955,-0.057611536,-0.051273204,-0.051386137,0.13683918,-0.072520256,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.07126675,-0.06581708,-0.05731347,-0.051879484,-0.056941256,-0.08251828,-0.052135784,-0.072045244,-0.052545313,-0.058577605,-0.05931265,-0.052857853,-0.06973292,-0.05300669,-0.05631719,-0.05666739,0.115089364,-0.06160902,-0.15677907,-0.06727265,-0.068801284,-0.056749213,-0.053706236,1
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.050556514,-0.050556514,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.05513623,-0.056271918,-0.05687186,-0.057309687,-0.059877835,-0.060684837,-0.048834685,0.026010467,-0.06587315,-0.049069166,-0.049290735,-0.05606167,-0.07370518,-0.07712625,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.06548551,-0.050876774,-0.0510505,-0.06154955,-0.057611536,-0.051273204,-0.051386137,0.15703085,-0.072520256,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.07126675,-0.06581708,-0.05731347,-0.051879484,-0.056941256,-0.08251828,-0.052135784,-0.072045244,-0.052545313,-0.058577605,0.19691066,-0.052857853,-0.06973292,-0.05300669,-0.05631719,-0.05666739,0.25374874,-0.06160902,0.65709823,-0.06727265,-0.068801284,-0.056749213,-0.053706236,0
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.050556514,-0.050556514,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.05513623,-0.056271918,-0.05687186,-0.057309687,-0.059877835,-0.060684837,-0.048834685,-0.16160792,-0.06587315,-0.049069166,-0.049290735,-0.05606167,-0.07370518,-0.07712625,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.06548551,-0.050876774,-0.0510505,-0.06154955,-0.057611536,2.9666958,-0.051386137,-0.11801072,-0.072520256,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.07126675,-0.06581708,-0.05731347,-0.051879484,-0.056941256,1.770948,-0.052135784,-0.072045244,-0.052545313,-0.058577605,-0.23875956,-0.052857853,-0.06973292,-0.05300669,-0.05631719,-0.05666739,-0.0524721,-0.06160902,-0.4177129,-0.06727265,3.9958677,-0.056749213,-0.053706236,0
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.050556514,-0.050556514,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.05513623,-0.056271918,-0.05687186,-0.057309687,-0.059877835,-0.060684837,-0.048834685,-0.13732815,-0.06587315,-0.049069166,-0.049290735,-0.05606167,-0.07370518,-0.07712625,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.06548551,-0.050876774,-0.0510505,-0.06154955,-0.057611536,-0.051273204,-0.051386137,-0.20955662,-0.072520256,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.07126675,-0.06581708,-0.05731347,-0.051879484,-0.056941256,-0.08251828,-0.052135784,-0.072045244,-0.052545313,-0.058577605,-0.4158766,-0.052857853,-0.06973292,-0.05300669,-0.05631719,-0.05666739,0.61674005,-0.06160902,-0.008652461,-0.06727265,-0.068801284,-0.056749213,-0.053706236,1
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.050556514,-0.050556514,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.05513623,-0.056271918,-0.05687186,-0.057309687,-0.059877835,-0.060684837,-0.048834685,-0.12502743,-0.06587315,-0.049069166,-0.049290735,-0.05606167,-0.07370518,-0.07712625,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.06548551,-0.050876774,-0.0510505,-0.06154955,-0.057611536,-0.051273204,-0.051386137,-0.34322643,-0.072520256,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.07126675,-0.06581708,-0.05731347,-0.051879484,-0.056941256,-0.08251828,-0.052135784,-0.072045244,-0.052545313,-0.058577605,-0.09928367,-0.052857853,-0.06973292,-0.05300669,-0.05631719,-0.05666739,0.011898475,-0.06160902,0.010366485,-0.06727265,-0.068801284,-0.056749213,-0.053706236,1
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.050556514,-0.050556514,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.05513623,-0.056271918,-0.05687186,-0.057309687,-0.059877835,-0.060684837,-0.048834685,-0.19249871,-0.06587315,-0.049069166,-0.049290735,-0.05606167,-0.07370518,-0.07712625,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.06548551,-0.050876774,-0.0510505,-0.06154955,-0.057611536,-0.051273204,-0.051386137,-0.21729133,-0.072520256,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.07126675,-0.06581708,-0.05731347,-0.051879484,-0.056941256,-0.08251828,-0.052135784,-0.072045244,-0.052545313,-0.058577605,-0.23153675,-0.052857853,-0.06973292,-0.05300669,-0.05631719,-0.05666739,-0.5014198,-0.06160902,-0.30876145,-0.06727265,-0.068801284,-0.056749213,-0.053706236,1
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.050556514,-0.050556514,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.05513623,-0.056271918,-0.05687186,-0.057309687,-0.059877835,-0.060684837,-0.048834685,-0.1869976,-0.06587315,-0.049069166,-0.049290735,-0.05606167,-0.07370518,-0.07712625,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.06548551,-0.050876774,-0.0510505,-0.06154955,-0.057611536,-0.051273204,-0.051386137,-0.03671389,-0.072520256,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.07126675,-0.06581708,-0.05731347,-0.051879484,-0.056941256,-0.08251828,-0.052135784,-0.072045244,-0.052545313,-0.058577605,-0.04102456,-0.052857853,-0.06973292,-0.05300669,-0.05631719,-0.05666739,-0.2550499,-0.06160902,-0.1232674,-0.06727265,-0.068801284,-0.056749213,-0.053706236,1
